id,nom_groupe,nom_couleur,rgb
1,Red,Rose exubérant,"rgb(181, 77, 127)"
2,Red,Pitaya,"rgb(204, 97, 127)"
3,Red,Cerises confites,"rgb(171, 60, 81)"
4,Red,Radis,"rgb(164, 46, 65)"
5,Red,Coqueluche,"rgb(168, 46, 51)"
6,Red,Rouge vif,"rgb(191, 45, 50)"
7,Red,Rouge positif,"rgb(173, 44, 52)"
8,Red,Tisane de baie,"rgb(235, 209, 219)"
9,Red,Rose enjouée,"rgb(237, 213, 221)"
10,Red,Priscilla,"rgb(241, 211, 218)"
11,Red,Pétales d'impatiens,"rgb(241, 210, 215)"
12,Red,Corbeille d'argent,"rgb(242, 213, 215)"
13,Red,Belle rose,"rgb(241, 198, 196)"
14,Red,Rose Laurier,"rgb(242, 204, 197)"
15,Red,Irrésistible,"rgb(227, 192, 207)"
16,Red,Enfantin,"rgb(232, 192, 207)"
17,Red,Azalée,"rgb(239, 192, 203)"
18,Red,Dans le rose,"rgb(240, 188, 201)"
19,Red,Aimable,"rgb(240, 193, 198)"
20,Red,Espoir,"rgb(240, 179, 178)"
21,Red,Corail juvénile,"rgb(240, 175, 168)"
22,Red,Laurier-rose,"rgb(203, 154, 173)"
23,Red,Rose hautain,"rgb(216, 153, 177)"
24,Red,Rose Jaipur,"rgb(227, 146, 161)"
25,Red,Joyeux,"rgb(235, 146, 163)"
26,Red,Amaryllis,"rgb(237, 147, 157)"
27,Red,Corail séduisant,"rgb(237, 145, 144)"
28,Red,Charisme,"rgb(238, 148, 137)"
29,Red,Trèfle violet,"rgb(184, 126, 147)"
30,Red,Cyclamen,"rgb(196, 123, 149)"
31,Red,Tubéreuse,"rgb(212, 124, 140)"
32,Red,Roses à venir,"rgb(221, 119, 136)"
33,Red,Grenadine,"rgb(214, 105, 114)"
34,Red,Bégonia,"rgb(215, 108, 110)"
35,Red,Récif corallien,"rgb(217, 118, 108)"
36,Red,Prune noble,"rgb(146, 87, 111)"
37,Red,Teinte de rubis,"rgb(162, 86, 111)"
38,Red,Rose gala,"rgb(176, 75, 99)"
39,Red,Rose Instinct,"rgb(200, 79, 104)"
40,Red,Pluie de feu,"rgb(187, 75, 81)"
41,Red,Rouge envoûtant,"rgb(183, 78, 79)"
42,Red,Tomate rouge,"rgb(178, 71, 67)"
43,Red,Boule d'énergie,"rgb(149, 61, 104)"
44,Red,Amélanche,"rgb(133, 65, 88)"
45,Red,Chaud,"rgb(172, 67, 98)"
46,Red,Ressenti,"rgb(189, 76, 95)"
47,Red,Clou du spectacle,"rgb(164, 46, 55)"
48,Red,Vermillon,"rgb(164, 56, 52)"
49,Red,Rouge délirant,"rgb(161, 59, 52)"
50,Red,Fuchsia cavalier,"rgb(146, 52, 91)"
51,Red,Framboise,"rgb(124, 54, 85)"
52,Red,Cerise,"rgb(153, 50, 78)"
53,Red,Valentine,"rgb(165, 58, 78)"
54,Red,Pointsettia,"rgb(157, 55, 60)"
55,Red,Rouge antique,"rgb(159, 68, 66)"
56,Red,Boléro,"rgb(144, 57, 52)"
57,Red,Bouton de rose,"rgb(224, 205, 209)"
58,Red,Réservé,"rgb(232, 212, 213)"
59,Red,Innocence,"rgb(235, 209, 207)"
60,Red,Rose charmant,"rgb(237, 211, 210)"
61,Red,Vision rosée,"rgb(235, 206, 203)"
62,Red,Romance,"rgb(235, 207, 195)"
63,Red,Pêche pittoresque,"rgb(234, 205, 193)"
64,Red,Délicieux,"rgb(210, 182, 190)"
65,Red,Rose atténué,"rgb(218, 189, 193)"
66,Red,Coloration rose,"rgb(220, 182, 181)"
67,Red,Fleur de lotus,"rgb(230, 189, 189)"
68,Red,Rose gracieux,"rgb(227, 183, 177)"
69,Red,Corail velouté,"rgb(227, 181, 168)"
70,Red,Saumon fumé,"rgb(226, 182, 167)"
71,Red,Rosé,"rgb(185, 149, 161)"
72,Red,Broderie rose,"rgb(199, 158, 162)"
73,Red,Fleur pressée,"rgb(195, 147, 147)"
74,Red,Rose mémorable,"rgb(207, 138, 141)"
75,Red,Rose retentissante,"rgb(205, 142, 137)"
76,Red,Corail constant,"rgb(205, 142, 127)"
77,Red,Île corallienne,"rgb(206, 147, 130)"
78,Red,Rose mousse,"rgb(158, 109, 121)"
79,Red,Rosé d'Audrey,"rgb(174, 128, 135)"
80,Red,Rose de Carley,"rgb(168, 115, 118)"
81,Red,Rouge de Rita,"rgb(186, 113, 118)"
82,Red,Rose corail,"rgb(195, 127, 122)"
83,Red,Argile corail,"rgb(191, 121, 110)"
84,Red,Poussière rouge,"rgb(181, 116, 102)"
85,Red,Buisson de baies,"rgb(141, 88, 105)"
86,Red,Concerto,"rgb(158, 107, 117)"
87,Red,Rose grimpante,"rgb(153, 93, 98)"
88,Red,Gainier rouge,"rgb(173, 94, 101)"
89,Red,Rougeâtre,"rgb(181, 105, 102)"
90,Red,Teinte au henné,"rgb(179, 103, 93)"
91,Red,Rusé,"rgb(168, 94, 83)"
92,Red,Raisin fabuleux,"rgb(109, 52, 79)"
93,Red,Vin vieilli,"rgb(137, 84, 96)"
94,Red,Cordial,"rgb(134, 76, 82)"
95,Red,Rouge kirsch,"rgb(151, 73, 83)"
96,Red,Rouge bravade,"rgb(160, 82, 78)"
97,Red,Brique audacieuse,"rgb(160, 88, 79)"
98,Red,Pot de fleurs,"rgb(143, 68, 56)"
99,Red,Mûre,"rgb(83, 54, 64)"
100,Red,Bourgogne,"rgb(99, 51, 62)"
101,Red,Vin raffiné,"rgb(114, 57, 65)"
102,Red,Rouge somptueux,"rgb(134, 58, 66)"
103,Red,Baie rouge,"rgb(142, 55, 56)"
104,Red,Épilobe,"rgb(123, 55, 48)"
105,Red,Brique enflammée,"rgb(131, 56, 42)"
106,Red,À bout de souffle,"rgb(214, 194, 190)"
107,Red,Truffe blanche,"rgb(215, 200, 194)"
108,Red,Beige facile,"rgb(214, 200, 192)"
109,Red,Coquille d'ormeau,"rgb(219, 199, 189)"
110,Red,Lait malté,"rgb(222, 202, 189)"
111,Red,Réticence,"rgb(217, 205, 195)"
112,Red,Beige simplifié,"rgb(214, 199, 185)"
113,Red,Rose perspicace,"rgb(201, 176, 171)"
114,Red,Taupe artistique,"rgb(195, 177, 172)"
115,Red,Peau de biche,"rgb(198, 179, 169)"
116,Red,Sable décontracté,"rgb(207, 180, 168)"
117,Red,Sable adorable,"rgb(209, 183, 168)"
118,Red,Beige authentique,"rgb(203, 185, 171)"
119,Red,Dune,"rgb(197, 177, 162)"
120,Red,Rose habillé,"rgb(184, 157, 154)"
121,Red,Séduction,"rgb(182, 160, 154)"
122,Red,Taupe émergente,"rgb(184, 161, 150)"
123,Red,Motte de sable,"rgb(195, 164, 151)"
124,Red,Beige interface,"rgb(193, 163, 146)"
125,Red,Trappe de sable,"rgb(187, 165, 149)"
126,Red,Beige fidèle,"rgb(181, 159, 143)"
127,Red,Perle rosaline,"rgb(163, 136, 135)"
128,Red,Baie de cacao,"rgb(160, 136, 130)"
129,Red,Marron velouté,"rgb(162, 135, 125)"
130,Red,Auburn feutré,"rgb(168, 133, 122)"
131,Red,Point Redend,"rgb(174, 142, 126)"
132,Red,Poudre de chocolat,"rgb(165, 140, 123)"
133,Red,Truffe saupoudrée,"rgb(156, 131, 115)"
134,Red,Mondain,"rgb(144, 118, 118)"
135,Red,Cacao hollandais,"rgb(140, 112, 106)"
136,Red,Brun balançoire,"rgb(148, 117, 105)"
137,Red,Terre rougie,"rgb(156, 110, 99)"
138,Red,Épice marocaine,"rgb(157, 120, 104)"
139,Red,Moka,"rgb(150, 122, 106)"
140,Red,Sittelle,"rgb(142, 114, 95)"
141,Red,Rouge rivière,"rgb(118, 89, 93)"
142,Red,Brun bateau,"rgb(122, 95, 90)"
143,Red,Chocolat chaud,"rgb(128, 98, 87)"
144,Red,Argile du canyon,"rgb(133, 89, 79)"
145,Red,Écorce teintante,"rgb(137, 102, 86)"
146,Red,Brun concis,"rgb(113, 82, 67)"
147,Red,Cloué au sol,"rgb(120, 91, 71)"
148,Red,Cordovan,"rgb(95, 61, 63)"
149,Red,Auburn foncé,"rgb(90, 53, 50)"
150,Red,Brun terra,"rgb(90, 56, 45)"
151,Red,Brun enflammé,"rgb(93, 56, 49)"
152,Red,Cuir vintage,"rgb(105, 67, 54)"
153,Red,Café français,"rgb(79, 52, 38)"
154,Red,Expresso,"rgb(99, 69, 51)"
155,Orange,Arrêt,"rgb(195, 58, 54)"
156,Orange,Orange obstinée,"rgb(215, 85, 42)"
157,Orange,Orange sensationnelle,"rgb(225, 111, 62)"
158,Orange,Vivifiant,"rgb(228, 114, 55)"
159,Orange,Navel,"rgb(236, 132, 48)"
160,Orange,Carnaval,"rgb(235, 136, 44)"
161,Orange,Bois d'arc,"rgb(244, 160, 69)"
162,Orange,Passion corail,"rgb(242, 209, 195)"
163,Orange,Rougissant,"rgb(240, 209, 195)"
164,Orange,Fleur de pêche,"rgb(243, 208, 189)"
165,Orange,Pêche naïve,"rgb(243, 211, 191)"
166,Orange,Pêche flatteuse,"rgb(244, 211, 179)"
167,Orange,Flan,"rgb(244, 212, 175)"
168,Orange,Crème captivante,"rgb(244, 217, 177)"
169,Orange,Jovial,"rgb(242, 184, 167)"
170,Orange,Pêche esthétique,"rgb(243, 193, 171)"
171,Orange,Certainement pêche,"rgb(242, 189, 162)"
172,Orange,Pêche voisine,"rgb(243, 193, 163)"
173,Orange,Abricot avide,"rgb(244, 198, 159)"
174,Orange,Melon délicieux,"rgb(245, 200, 148)"
175,Orange,Teinte de miel,"rgb(245, 207, 155)"
176,Orange,Corail ravissant,"rgb(231, 149, 128)"
177,Orange,Saumon rouge,"rgb(228, 151, 128)"
178,Orange,Coucher de soleil,"rgb(226, 148, 111)"
179,Orange,Orange inventive,"rgb(232, 157, 111)"
180,Orange,Melon sucré,"rgb(242, 184, 140)"
181,Orange,Ambre surprise,"rgb(239, 181, 122)"
182,Orange,Pétillant Bellini,"rgb(245, 199, 142)"
183,Orange,Collier de fleurs,"rgb(216, 123, 106)"
184,Orange,Rajeunissant,"rgb(221, 120, 97)"
185,Orange,Éclat de braise,"rgb(214, 124, 86)"
186,Orange,Port cuivré,"rgb(213, 126, 82)"
187,Orange,Mandarine,"rgb(242, 172, 120)"
188,Orange,Orange aventure,"rgb(230, 159, 95)"
189,Orange,Papaye,"rgb(239, 185, 123)"
190,Orange,Franchement corail,"rgb(199, 99, 86)"
191,Orange,Émotionnel,"rgb(198, 95, 71)"
192,Orange,Orange robuste,"rgb(196, 99, 62)"
193,Orange,Orange déterminée,"rgb(197, 102, 57)"
194,Orange,Orange extravertie,"rgb(230, 149, 95)"
195,Orange,Sarape,"rgb(216, 139, 77)"
196,Orange,Jour d'été,"rgb(234, 170, 98)"
197,Orange,Poivré,"rgb(184, 84, 68)"
198,Orange,Orange chaleureuse,"rgb(180, 75, 52)"
199,Orange,Jalapeño,"rgb(177, 83, 60)"
200,Orange,Orange voilée,"rgb(187, 97, 62)"
201,Orange,Orange au rhum,"rgb(203, 120, 65)"
202,Orange,Vague ambrée,"rgb(210, 130, 64)"
203,Orange,Safran,"rgb(223, 152, 78)"
204,Orange,Piment habanero,"rgb(184, 71, 61)"
205,Orange,Cayenne,"rgb(192, 77, 53)"
206,Orange,Pavé de brique,"rgb(147, 64, 47)"
207,Orange,Orange tapageuse,"rgb(195, 85, 48)"
208,Orange,Patate douce,"rgb(195, 111, 62)"
209,Orange,Carafe de terre,"rgb(168, 94, 57)"
210,Orange,Souci,"rgb(210, 130, 51)"
211,Orange,Barbe à papa,"rgb(237, 210, 192)"
212,Orange,Peau de pêche,"rgb(236, 207, 187)"
213,Orange,Orange sucrée,"rgb(235, 204, 179)"
214,Orange,Crèmerie,"rgb(237, 208, 182)"
215,Orange,Crème ambiante,"rgb(243, 217, 186)"
216,Orange,Ivoire invitant,"rgb(242, 213, 176)"
217,Orange,Crème Jersey,"rgb(245, 222, 187)"
218,Orange,Pêche réchauffée,"rgb(228, 185, 162)"
219,Orange,Pêche somptueuse,"rgb(229, 185, 155)"
220,Orange,Abricot doux,"rgb(224, 179, 146)"
221,Orange,Sociable,"rgb(232, 190, 155)"
222,Orange,Ambre ambitieux,"rgb(240, 203, 151)"
223,Orange,Moissonneuse,"rgb(237, 195, 142)"
224,Orange,Doré humble,"rgb(237, 199, 150)"
225,Orange,Plaquemine,"rgb(217, 152, 124)"
226,Orange,Orange de la gloire,"rgb(219, 156, 123)"
227,Orange,Canyon sous le vent,"rgb(219, 164, 128)"
228,Orange,Ocre décoloré,"rgb(227, 171, 123)"
229,Orange,Vive le doré,"rgb(227, 172, 114)"
230,Orange,Poudre d'or,"rgb(232, 184, 127)"
231,Orange,Cire d'abeille,"rgb(234, 191, 134)"
232,Orange,Terre de Sienne feutrée,"rgb(204, 137, 108)"
233,Orange,Chrysanthème,"rgb(196, 123, 91)"
234,Orange,Cuivre chevaleresque,"rgb(212, 150, 110)"
235,Orange,Doré rustique,"rgb(214, 153, 105)"
236,Orange,Doré bakélite,"rgb(215, 153, 93)"
237,Orange,Lampe de poche,"rgb(229, 174, 107)"
238,Orange,Poire d'Anjou,"rgb(221, 172, 109)"
239,Orange,Argile cuite,"rgb(193, 120, 92)"
240,Orange,Reynard,"rgb(180, 104, 72)"
241,Orange,Armagnac,"rgb(195, 128, 88)"
242,Orange,Automnal,"rgb(205, 140, 93)"
243,Orange,Gland,"rgb(198, 136, 74)"
244,Orange,Rayon de miel,"rgb(213, 152, 88)"
245,Orange,Doré cérémoniel,"rgb(214, 158, 89)"
246,Orange,Centime,"rgb(173, 101, 76)"
247,Orange,Économe,"rgb(162, 88, 58)"
248,Orange,Véritable sou,"rgb(180, 108, 66)"
249,Orange,Œil-de-tigre,"rgb(187, 119, 72)"
250,Orange,Doré coquin,"rgb(182, 116, 59)"
251,Orange,Côte dorée,"rgb(199, 133, 56)"
252,Orange,Règle d'or,"rgb(204, 146, 73)"
253,Orange,Nuance épicée,"rgb(153, 75, 53)"
254,Orange,Séquoia géant,"rgb(146, 78, 60)"
255,Orange,Montagne de cuivre,"rgb(166, 97, 60)"
256,Orange,Gingembre,"rgb(176, 108, 62)"
257,Orange,Marmite en cuivre,"rgb(177, 106, 55)"
258,Orange,Caramel dur,"rgb(182, 125, 60)"
259,Orange,Moins de moutarde,"rgb(186, 127, 56)"
260,Orange,Beige réaliste,"rgb(211, 200, 189)"
261,Orange,Touche de sable,"rgb(213, 199, 186)"
262,Orange,Beige léger,"rgb(218, 200, 184)"
263,Orange,Dollar de sable,"rgb(215, 197, 179)"
264,Orange,Plage sablonneuse,"rgb(220, 199, 179)"
265,Orange,Très naturel,"rgb(220, 199, 173)"
266,Orange,Beige Kilim,"rgb(215, 197, 174)"
267,Orange,Beige diversifié,"rgb(194, 180, 167)"
268,Orange,Beige frais,"rgb(198, 181, 167)"
269,Orange,Beige familier,"rgb(202, 179, 160)"
270,Orange,Beige pratique,"rgb(201, 178, 156)"
271,Orange,Racine de gingembre,"rgb(210, 183, 158)"
272,Orange,Quinoa,"rgb(207, 181, 151)"
273,Orange,Désert nomade,"rgb(199, 177, 152)"
274,Orange,Complètement beige,"rgb(181, 165, 151)"
275,Orange,Beige fumé,"rgb(185, 167, 150)"
276,Orange,Sable sensationnel,"rgb(191, 163, 141)"
277,Orange,Sables du temps,"rgb(188, 163, 139)"
278,Orange,Beige intense,"rgb(197, 168, 141)"
279,Orange,Farro,"rgb(193, 164, 133)"
280,Orange,Latte,"rgb(186, 161, 133)"
281,Orange,Cacao fouetté,"rgb(160, 142, 126)"
282,Orange,Utopie,"rgb(165, 143, 123)"
283,Orange,Moka glacé,"rgb(163, 132, 108)"
284,Orange,Presque brun,"rgb(168, 142, 118)"
285,Orange,Fauve doux,"rgb(181, 151, 120)"
286,Orange,Osier tressé,"rgb(185, 153, 116)"
287,Orange,Double latte,"rgb(167, 140, 113)"
288,Orange,Campagne,"rgb(144, 120, 101)"
289,Orange,Laine de lama,"rgb(145, 120, 100)"
290,Orange,Rôti,"rgb(149, 114, 88)"
291,Orange,Portobello,"rgb(148, 122, 98)"
292,Orange,Biscuit cuit,"rgb(137, 103, 74)"
293,Orange,Rocher aux amandes,"rgb(167, 131, 97)"
294,Orange,Cheviotte,"rgb(158, 129, 99)"
295,Orange,Brun pavé,"rgb(122, 100, 85)"
296,Orange,Caraïbes,"rgb(120, 95, 76)"
297,Orange,Brun jute,"rgb(129, 93, 64)"
298,Orange,Coffre à thé,"rgb(125, 100, 77)"
299,Orange,Selle de cheval,"rgb(114, 82, 55)"
300,Orange,Caramel,"rgb(148, 110, 72)"
301,Orange,Brun stable,"rgb(138, 107, 77)"
302,Orange,Sable,"rgb(95, 75, 63)"
303,Orange,Semi-décaféiné,"rgb(96, 76, 61)"
304,Orange,Brun solide,"rgb(105, 72, 44)"
305,Orange,Café,"rgb(101, 80, 61)"
306,Orange,Rouille terre d'ombre,"rgb(118, 81, 56)"
307,Orange,Très terre d'ombre,"rgb(123, 88, 56)"
308,Orange,Coquille de noix de coco,"rgb(112, 87, 63)"
309,Yellow,Doré enthousiaste,"rgb(248, 172, 29)"
310,Yellow,Chardonneret,"rgb(253, 183, 2)"
311,Yellow,Jaune décisif,"rgb(253, 204, 78)"
312,Yellow,Forsythia,"rgb(255, 200, 1)"
313,Yellow,Trait de citron,"rgb(254, 217, 93)"
314,Yellow,Marguerite,"rgb(254, 211, 64)"
315,Yellow,Jaune confiant,"rgb(254, 203, 1)"
316,Yellow,Jaune agréable,"rgb(245, 214, 169)"
317,Yellow,Crème à la banane,"rgb(245, 222, 175)"
318,Yellow,Jaune automnal,"rgb(251, 228, 179)"
319,Yellow,Jaune amical,"rgb(245, 224, 177)"
320,Yellow,Lumière de lanterne,"rgb(244, 225, 174)"
321,Yellow,Jaune joyeux,"rgb(245, 225, 172)"
322,Yellow,Crème à l'ananas,"rgb(242, 234, 195)"
323,Yellow,Satisfaction,"rgb(246, 205, 142)"
324,Yellow,Jonquille,"rgb(247, 211, 145)"
325,Yellow,Lune jaune,"rgb(253, 223, 160)"
326,Yellow,Noix de beurre,"rgb(246, 221, 163)"
327,Yellow,Solarium,"rgb(245, 214, 143)"
328,Yellow,Milieu de journée,"rgb(247, 215, 138)"
329,Yellow,Limonade glacée,"rgb(244, 232, 178)"
330,Yellow,Lever de soleil,"rgb(244, 191, 119)"
331,Yellow,Poudre de pollen,"rgb(251, 209, 135)"
332,Yellow,Véranda ensoleillée,"rgb(254, 223, 148)"
333,Yellow,Jaune Naples,"rgb(246, 213, 143)"
334,Yellow,Oiseau jaune,"rgb(241, 205, 123)"
335,Yellow,Doré de courtepointe,"rgb(234, 195, 101)"
336,Yellow,Jaune vénitien,"rgb(246, 227, 161)"
337,Yellow,Ambre de jadis,"rgb(238, 183, 107)"
338,Yellow,Après-midi,"rgb(251, 203, 120)"
339,Yellow,Abeilles à miel,"rgb(251, 214, 130)"
340,Yellow,Jour de juin,"rgb(246, 201, 115)"
341,Yellow,Ravissement,"rgb(238, 194, 95)"
342,Yellow,Pépite,"rgb(219, 176, 74)"
343,Yellow,Jaune amusant,"rgb(247, 229, 148)"
344,Yellow,Achillée,"rgb(235, 173, 94)"
345,Yellow,Jaune Butterfield,"rgb(247, 190, 91)"
346,Yellow,Frangipanier doré,"rgb(251, 208, 115)"
347,Yellow,Abeille,"rgb(241, 186, 85)"
348,Yellow,Gambade dorée,"rgb(225, 176, 71)"
349,Yellow,Doré royal,"rgb(209, 164, 54)"
350,Yellow,Jaune stylé,"rgb(237, 210, 111)"
351,Yellow,Logo doré,"rgb(223, 153, 56)"
352,Yellow,Jaune doré,"rgb(242, 175, 70)"
353,Yellow,Rayon de soleil,"rgb(244, 196, 84)"
354,Yellow,Arbuste fragile,"rgb(234, 174, 71)"
355,Yellow,Doré clinquant,"rgb(214, 160, 43)"
356,Yellow,Doré croustillant,"rgb(196, 152, 50)"
357,Yellow,Accrocheur,"rgb(221, 184, 53)"
358,Yellow,Curry,"rgb(216, 143, 50)"
359,Yellow,Tournesol,"rgb(227, 154, 51)"
360,Yellow,Réjouissant,"rgb(255, 199, 35)"
361,Yellow,Bijou,"rgb(214, 152, 53)"
362,Yellow,Auric,"rgb(196, 137, 25)"
363,Yellow,Doré d'antan,"rgb(143, 108, 62)"
364,Yellow,Citronnelle,"rgb(203, 169, 1)"
365,Yellow,Lingerie,"rgb(239, 221, 193)"
366,Yellow,Ivoire,"rgb(228, 206, 172)"
367,Yellow,Chamois convaincant,"rgb(219, 199, 168)"
368,Yellow,Jaune convivial,"rgb(233, 214, 176)"
369,Yellow,Jaune lucide,"rgb(228, 208, 165)"
370,Yellow,Doré ancestral,"rgb(221, 205, 166)"
371,Yellow,Rizière,"rgb(223, 212, 176)"
372,Yellow,Crème compatible,"rgb(232, 200, 158)"
373,Yellow,Blond,"rgb(220, 189, 146)"
374,Yellow,Blé entier,"rgb(205, 181, 146)"
375,Yellow,Paillettes,"rgb(225, 194, 141)"
376,Yellow,Mousse pâle,"rgb(220, 199, 151)"
377,Yellow,Herbe de blé,"rgb(203, 181, 132)"
378,Yellow,Cœurs de palmier,"rgb(207, 194, 145)"
379,Yellow,Blé du Dakota,"rgb(225, 189, 142)"
380,Yellow,Doré restreint,"rgb(210, 176, 132)"
381,Yellow,Dos de chameau,"rgb(197, 170, 133)"
382,Yellow,Trompette ternie,"rgb(213, 177, 118)"
383,Yellow,Doré indépendant,"rgb(210, 186, 131)"
384,Yellow,Olive poussiéreuse,"rgb(190, 167, 117)"
385,Yellow,Avocat frais,"rgb(196, 180, 125)"
386,Yellow,Toison dorée,"rgb(214, 173, 120)"
387,Yellow,Doré rétro,"rgb(203, 165, 118)"
388,Yellow,Poudre de coriandre,"rgb(186, 156, 117)"
389,Yellow,Alchimie,"rgb(201, 158, 83)"
390,Yellow,Antiquité,"rgb(194, 164, 98)"
391,Yellow,Doré audacieux,"rgb(177, 151, 95)"
392,Yellow,Vert fougueux,"rgb(187, 168, 106)"
393,Yellow,Musqué,"rgb(204, 155, 92)"
394,Yellow,Doré maniéré,"rgb(193, 151, 99)"
395,Yellow,Baguette,"rgb(179, 145, 103)"
396,Yellow,Doré différent,"rgb(188, 147, 77)"
397,Yellow,Doré de l'escapade,"rgb(184, 155, 89)"
398,Yellow,Cuivré,"rgb(157, 131, 68)"
399,Yellow,Tupélo,"rgb(156, 145, 82)"
400,Yellow,Poire Bosc,"rgb(192, 144, 86)"
401,Yellow,Chamois,"rgb(173, 132, 81)"
402,Yellow,Carton,"rgb(156, 122, 86)"
403,Yellow,Nankin,"rgb(170, 128, 58)"
404,Yellow,Grandiose,"rgb(156, 127, 65)"
405,Yellow,Herbe du Bengale,"rgb(142, 119, 63)"
406,Yellow,Vert campagne,"rgb(141, 132, 77)"
407,Yellow,Doré galant,"rgb(164, 118, 60)"
408,Yellow,Bronze relique,"rgb(144, 106, 58)"
409,Yellow,Papier kraft,"rgb(138, 102, 69)"
410,Yellow,Doré comme un chandelier,"rgb(153, 111, 50)"
411,Yellow,Laiton fervent,"rgb(149, 121, 61)"
412,Yellow,Bronze éminent,"rgb(122, 104, 65)"
413,Yellow,Saguaro,"rgb(101, 95, 45)"
414,Yellow,Lin naturel,"rgb(223, 211, 195)"
415,Yellow,Beige plus doux,"rgb(218, 202, 178)"
416,Yellow,Écheveau de laine,"rgb(217, 207, 186)"
417,Yellow,Netsuke,"rgb(224, 207, 176)"
418,Yellow,Martini,"rgb(221, 208, 182)"
419,Yellow,Grain de riz,"rgb(219, 208, 185)"
420,Yellow,Gris calme,"rgb(209, 205, 191)"
421,Yellow,Malabar,"rgb(207, 190, 169)"
422,Yellow,Noisetier,"rgb(204, 183, 155)"
423,Yellow,Kaki détendu,"rgb(200, 187, 163)"
424,Yellow,Écru,"rgb(208, 186, 148)"
425,Yellow,Virevoltant culbutant,"rgb(205, 187, 156)"
426,Yellow,Ramie,"rgb(205, 189, 162)"
